,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
0,Austria,2009,Y15-24,0.06,525,0.823529411764706
1,Austria,2010,Y15-24,0.08,519,0.7647058823529411
2,Austria,2011,Y15-24,0.08,528,0.7647058823529411
3,Austria,2012,Y15-24,0.07,527,0.7941176470588235
4,Austria,2013,Y15-24,0.06,521,0.823529411764706
5,Austria,2014,Y15-24,0.04,508,0.8823529411764707
6,Austria,2015,Y15-24,0.05,500,0.8529411764705883
7,Austria,2016,Y15-24,0.04,501,0.8823529411764707
8,Austria,2017,Y15-24,0.03,484,0.911764705882353
9,Austria,2018,Y15-24,0.05,481,0.8529411764705883
10,Austria,2019,Y15-24,0.07,473,0.7941176470588235
11,Austria,2020,Y15-24,0.05,450,0.8529411764705883
12,Austria,2021,Y15-24,0.09,449,0.7352941176470588
13,Belgium,2009,Y15-24,0.04,331,0.8823529411764707
14,Belgium,2010,Y15-24,0.04,332,0.8823529411764707
15,Belgium,2011,Y15-24,0.04,344,0.8823529411764707
16,Belgium,2012,Y15-24,0.05,335,0.8529411764705883
17,Belgium,2013,Y15-24,0.03,313,0.911764705882353
18,Belgium,2014,Y15-24,0.02,306,0.9411764705882353
19,Belgium,2015,Y15-24,0.03,308,0.911764705882353
20,Belgium,2016,Y15-24,0.03,297,0.911764705882353
21,Belgium,2017,Y15-24,0.03,293,0.911764705882353
22,Belgium,2018,Y15-24,0.02,322,0.9411764705882353
23,Belgium,2019,Y15-24,0.01,343,0.9705882352941176
24,Belgium,2020,Y15-24,0.03,310,0.911764705882353
25,Belgium,2021,Y15-24,0.02,324,0.9411764705882353
26,Bulgaria,2009,Y15-24,0.1,223,0.7058823529411765
27,Bulgaria,2010,Y15-24,0.09,204,0.7352941176470588
28,Bulgaria,2011,Y15-24,0.09,177,0.7352941176470588
29,Bulgaria,2012,Y15-24,0.09,166,0.7352941176470588
30,Bulgaria,2013,Y15-24,0.08,153,0.7647058823529411
31,Bulgaria,2014,Y15-24,0.09,142,0.7352941176470588
32,Bulgaria,2015,Y15-24,0.1,134,0.7058823529411765
33,Bulgaria,2016,Y15-24,0.09,124,0.7352941176470588
34,Bulgaria,2017,Y15-24,0.1,139,0.7058823529411765
35,Bulgaria,2018,Y15-24,0.1,122,0.7058823529411765
36,Bulgaria,2019,Y15-24,0.09,125,0.7352941176470588
37,Bulgaria,2020,Y15-24,0.08,107,0.7647058823529411
38,Bulgaria,2021,Y15-24,0.07,104,0.7941176470588235
39,Cyprus,2009,Y15-24,0.03,35,0.911764705882353
40,Cyprus,2010,Y15-24,0.01,35,0.9705882352941176
41,Cyprus,2011,Y15-24,0.03,31,0.911764705882353
42,Cyprus,2012,Y15-24,0.04,30,0.8823529411764707
43,Cyprus,2013,Y15-24,0.01,25,0.9705882352941176
44,Cyprus,2014,Y15-24,0.0,27,1.0
45,Cyprus,2015,Y15-24,-0.03,25,1.088235294117647
46,Cyprus,2016,Y15-24,0.0,25,1.0
47,Cyprus,2017,Y15-24,-0.07,27,1.2058823529411764
48,Cyprus,2018,Y15-24,-0.08,30,1.2352941176470589
49,Cyprus,2019,Y15-24,-0.04,30,1.1176470588235294
50,Cyprus,2020,Y15-24,-0.02,29,1.0588235294117647
51,Cyprus,2021,Y15-24,0.03,32,0.911764705882353
52,Czech Republic,2009,Y15-24,0.09,353,0.7352941176470588
53,Czech Republic,2010,Y15-24,0.09,327,0.7352941176470588
54,Czech Republic,2011,Y15-24,0.09,303,0.7352941176470588
55,Czech Republic,2012,Y15-24,0.08,301,0.7647058823529411
56,Czech Republic,2013,Y15-24,0.09,294,0.7352941176470588
57,Czech Republic,2014,Y15-24,0.1,300,0.7058823529411765
58,Czech Republic,2015,Y15-24,0.1,303,0.7058823529411765
59,Czech Republic,2016,Y15-24,0.11,295,0.6764705882352942
60,Czech Republic,2017,Y15-24,0.1,291,0.7058823529411765
61,Czech Republic,2018,Y15-24,0.08,277,0.7647058823529411
62,Czech Republic,2019,Y15-24,0.08,270,0.7647058823529411
63,Czech Republic,2020,Y15-24,0.1,242,0.7058823529411765
64,Czech Republic,2021,Y15-24,0.09,242,0.7352941176470588
65,Germany,2009,Y15-24,0.03,4187,0.911764705882353
66,Germany,2010,Y15-24,0.03,3996,0.911764705882353
67,Germany,2011,Y15-24,0.03,4118,0.911764705882353
68,Germany,2012,Y15-24,0.04,3976,0.8823529411764707
69,Germany,2013,Y15-24,0.03,3948,0.911764705882353
70,Germany,2014,Y15-24,0.03,3848,0.911764705882353
71,Germany,2015,Y15-24,0.03,3748,0.911764705882353
72,Germany,2016,Y15-24,0.02,3839,0.9411764705882353
73,Germany,2017,Y15-24,0.02,3897,0.9411764705882353
74,Germany,2018,Y15-24,0.03,3926,0.911764705882353
75,Germany,2019,Y15-24,0.04,4023,0.8823529411764707
76,Germany,2020,Y15-24,0.04,3979,0.8823529411764707
77,Germany,2021,Y15-24,0.05,4030,0.8529411764705883
78,Denmark,2009,Y15-24,-0.01,386,1.0294117647058825
79,Denmark,2010,Y15-24,-0.04,364,1.1176470588235294
80,Denmark,2011,Y15-24,-0.02,365,1.0588235294117647
81,Denmark,2012,Y15-24,-0.01,359,1.0294117647058825
82,Denmark,2013,Y15-24,-0.03,352,1.088235294117647
83,Denmark,2014,Y15-24,-0.02,358,1.0588235294117647
84,Denmark,2015,Y15-24,-0.02,371,1.0588235294117647
85,Denmark,2016,Y15-24,-0.05,381,1.1470588235294117
86,Denmark,2017,Y15-24,-0.02,386,1.0588235294117647
87,Denmark,2018,Y15-24,-0.03,390,1.088235294117647
88,Denmark,2019,Y15-24,-0.02,396,1.0588235294117647
89,Denmark,2020,Y15-24,-0.02,379,1.0588235294117647
90,Denmark,2021,Y15-24,0.01,379,0.9705882352941176
91,Estonia,2009,Y15-24,0.03,53,0.911764705882353
92,Estonia,2010,Y15-24,0.01,46,0.9705882352941176
93,Estonia,2011,Y15-24,0.04,53,0.8823529411764707
94,Estonia,2012,Y15-24,0.03,53,0.911764705882353
95,Estonia,2013,Y15-24,0.03,50,0.911764705882353
96,Estonia,2014,Y15-24,-0.01,48,1.0294117647058825
97,Estonia,2015,Y15-24,0.04,47,0.8823529411764707
98,Estonia,2016,Y15-24,-0.01,48,1.0294117647058825
99,Estonia,2017,Y15-24,0.0,49,1.0
100,Estonia,2018,Y15-24,0.01,50,0.9705882352941176
101,Estonia,2019,Y15-24,0.01,47,0.9705882352941176
102,Estonia,2020,Y15-24,0.01,42,0.9705882352941176
103,Estonia,2021,Y15-24,-0.01,41,1.0294117647058825
104,Greece,2009,Y15-24,0.1,282,0.7058823529411765
105,Greece,2010,Y15-24,0.09,240,0.7352941176470588
106,Greece,2011,Y15-24,0.07,187,0.7941176470588235
107,Greece,2012,Y15-24,0.06,147,0.823529411764706
108,Greece,2013,Y15-24,0.06,132,0.823529411764706
109,Greece,2014,Y15-24,0.05,148,0.8529411764705883
110,Greece,2015,Y15-24,0.05,144,0.8529411764705883
111,Greece,2016,Y15-24,0.04,140,0.8823529411764707
112,Greece,2017,Y15-24,0.03,152,0.911764705882353
113,Greece,2018,Y15-24,0.05,149,0.8529411764705883
114,Greece,2019,Y15-24,0.04,154,0.8823529411764707
115,Greece,2020,Y15-24,0.04,135,0.8823529411764707
116,Greece,2021,Y15-24,0.05,140,0.8529411764705883
117,Spain,2009,Y15-24,0.02,1397,0.9411764705882353
118,Spain,2010,Y15-24,0.02,1210,0.9411764705882353
119,Spain,2011,Y15-24,0.0,1042,1.0
120,Spain,2012,Y15-24,0.0,853,1.0
121,Spain,2013,Y15-24,0.01,763,0.9705882352941176
122,Spain,2014,Y15-24,0.01,749,0.9705882352941176
123,Spain,2015,Y15-24,0.02,803,0.9411764705882353
124,Spain,2016,Y15-24,0.02,820,0.9411764705882353
125,Spain,2017,Y15-24,0.01,921,0.9705882352941176
126,Spain,2018,Y15-24,0.03,989,0.911764705882353
127,Spain,2019,Y15-24,0.04,1039,0.8823529411764707
128,Spain,2020,Y15-24,0.03,884,0.911764705882353
129,Spain,2021,Y15-24,0.03,995,0.911764705882353
130,European Union,2009,Y15-24,0.05,16940,0.8529411764705883
131,European Union,2010,Y15-24,0.05,15992,0.8529411764705883
132,European Union,2011,Y15-24,0.05,15561,0.8529411764705883
133,European Union,2012,Y15-24,0.04,14882,0.8823529411764707
134,European Union,2013,Y15-24,0.04,14434,0.8823529411764707
135,European Union,2014,Y15-24,0.04,14294,0.8823529411764707
136,European Union,2015,Y15-24,0.04,14357,0.8823529411764707
137,European Union,2016,Y15-24,0.04,14603,0.8823529411764707
138,European Union,2017,Y15-24,0.04,14971,0.8823529411764707
139,European Union,2018,Y15-24,0.04,15253,0.8823529411764707
140,European Union,2019,Y15-24,0.05,15461,0.8529411764705883
141,European Union,2020,Y15-24,0.05,14513,0.8529411764705883
142,European Union,2021,Y15-24,0.05,15072,0.8529411764705883
143,Finland,2009,Y15-24,-0.02,250,1.0588235294117647
144,Finland,2010,Y15-24,0.0,245,1.0
145,Finland,2011,Y15-24,0.0,254,1.0
146,Finland,2012,Y15-24,0.0,264,1.0
147,Finland,2013,Y15-24,-0.03,261,1.088235294117647
148,Finland,2014,Y15-24,-0.03,261,1.088235294117647
149,Finland,2015,Y15-24,-0.04,249,1.1176470588235294
150,Finland,2016,Y15-24,-0.03,256,1.088235294117647
151,Finland,2017,Y15-24,-0.01,260,1.0294117647058825
152,Finland,2018,Y15-24,-0.03,262,1.088235294117647
153,Finland,2019,Y15-24,0.0,263,1.0
154,Finland,2020,Y15-24,0.0,241,1.0
155,Finland,2021,Y15-24,0.0,259,1.0
156,France,2009,Y15-24,0.05,2300,0.8529411764705883
157,France,2010,Y15-24,0.08,2262,0.7647058823529411
158,France,2011,Y15-24,0.07,2206,0.7941176470588235
159,France,2012,Y15-24,0.07,2114,0.7941176470588235
160,France,2013,Y15-24,0.07,2094,0.7941176470588235
161,France,2014,Y15-24,0.06,2071,0.823529411764706
162,France,2015,Y15-24,0.05,2098,0.8529411764705883
163,France,2016,Y15-24,0.05,2100,0.8529411764705883
164,France,2017,Y15-24,0.06,2166,0.823529411764706
165,France,2018,Y15-24,0.06,2259,0.823529411764706
166,France,2019,Y15-24,0.05,2265,0.8529411764705883
167,France,2020,Y15-24,0.06,2192,0.823529411764706
168,France,2021,Y15-24,0.03,2465,0.911764705882353
169,Croatia,2009,Y15-24,0.1,140,0.7058823529411765
170,Croatia,2010,Y15-24,0.08,123,0.7647058823529411
171,Croatia,2011,Y15-24,0.07,104,0.7941176470588235
172,Croatia,2012,Y15-24,0.05,87,0.8529411764705883
173,Croatia,2013,Y15-24,0.05,74,0.8529411764705883
174,Croatia,2014,Y15-24,0.06,90,0.823529411764706
175,Croatia,2015,Y15-24,0.06,92,0.823529411764706
176,Croatia,2016,Y15-24,0.07,121,0.7941176470588235
177,Croatia,2017,Y15-24,0.08,121,0.7647058823529411
178,Croatia,2018,Y15-24,0.1,117,0.7058823529411765
179,Croatia,2019,Y15-24,0.11,124,0.6764705882352942
180,Croatia,2020,Y15-24,0.13,113,0.6176470588235294
181,Croatia,2021,Y15-24,0.11,111,0.6764705882352942
182,Hungary,2009,Y15-24,0.03,226,0.911764705882353
183,Hungary,2010,Y15-24,0.02,224,0.9411764705882353
184,Hungary,2011,Y15-24,0.03,218,0.911764705882353
185,Hungary,2012,Y15-24,0.02,220,0.9411764705882353
186,Hungary,2013,Y15-24,0.05,236,0.8529411764705883
187,Hungary,2014,Y15-24,0.05,269,0.8529411764705883
188,Hungary,2015,Y15-24,0.04,287,0.8823529411764707
189,Hungary,2016,Y15-24,0.06,307,0.823529411764706
190,Hungary,2017,Y15-24,0.07,310,0.7941176470588235
191,Hungary,2018,Y15-24,0.07,307,0.7941176470588235
192,Hungary,2019,Y15-24,0.08,293,0.7647058823529411
193,Hungary,2020,Y15-24,0.06,278,0.823529411764706
194,Hungary,2021,Y15-24,0.07,270,0.7941176470588235
195,Ireland,2009,Y15-24,-0.05,291,1.1470588235294117
196,Ireland,2010,Y15-24,-0.04,236,1.1176470588235294
197,Ireland,2011,Y15-24,-0.04,209,1.1176470588235294
198,Ireland,2012,Y15-24,-0.05,197,1.1470588235294117
199,Ireland,2013,Y15-24,-0.01,206,1.0294117647058825
200,Ireland,2014,Y15-24,0.0,209,1.0
201,Ireland,2015,Y15-24,0.01,216,0.9705882352941176
202,Ireland,2016,Y15-24,0.0,242,1.0
203,Ireland,2017,Y15-24,0.0,235,1.0
204,Ireland,2018,Y15-24,0.02,244,0.9411764705882353
205,Ireland,2019,Y15-24,0.0,255,1.0
206,Ireland,2020,Y15-24,0.01,226,0.9705882352941176
207,Ireland,2021,Y15-24,0.0,273,1.0
208,Italy,2009,Y15-24,0.09,1283,0.7352941176470588
209,Italy,2010,Y15-24,0.08,1208,0.7647058823529411
210,Italy,2011,Y15-24,0.07,1148,0.7941176470588235
211,Italy,2012,Y15-24,0.07,1104,0.7941176470588235
212,Italy,2013,Y15-24,0.05,972,0.8529411764705883
213,Italy,2014,Y15-24,0.05,921,0.8529411764705883
214,Italy,2015,Y15-24,0.07,917,0.7941176470588235
215,Italy,2016,Y15-24,0.05,966,0.8529411764705883
216,Italy,2017,Y15-24,0.06,992,0.823529411764706
217,Italy,2018,Y15-24,0.07,1019,0.7941176470588235
218,Italy,2019,Y15-24,0.06,1061,0.823529411764706
219,Italy,2020,Y15-24,0.07,959,0.7941176470588235
220,Italy,2021,Y15-24,0.07,1012,0.7941176470588235
221,Lithuania,2009,Y15-24,0.01,98,0.9705882352941176
222,Lithuania,2010,Y15-24,0.02,84,0.9411764705882353
223,Lithuania,2011,Y15-24,0.04,81,0.8823529411764707
224,Lithuania,2012,Y15-24,0.03,88,0.911764705882353
225,Lithuania,2013,Y15-24,0.06,98,0.823529411764706
226,Lithuania,2014,Y15-24,0.07,107,0.7941176470588235
227,Lithuania,2015,Y15-24,0.05,105,0.8529411764705883
228,Lithuania,2016,Y15-24,0.04,105,0.8823529411764707
229,Lithuania,2017,Y15-24,0.04,98,0.8823529411764707
230,Lithuania,2018,Y15-24,0.03,98,0.911764705882353
231,Lithuania,2019,Y15-24,0.01,95,0.9705882352941176
232,Lithuania,2020,Y15-24,0.02,83,0.9411764705882353
233,Lithuania,2021,Y15-24,0.04,86,0.8823529411764707
234,Luxembourg,2009,Y15-24,0.05,15,0.8529411764705883
235,Luxembourg,2010,Y15-24,0.02,12,0.9411764705882353
236,Luxembourg,2011,Y15-24,0.05,12,0.8529411764705883
237,Luxembourg,2012,Y15-24,0.03,13,0.911764705882353
238,Luxembourg,2013,Y15-24,0.05,13,0.8529411764705883
239,Luxembourg,2014,Y15-24,0.03,12,0.911764705882353
240,Luxembourg,2015,Y15-24,0.0,19,1.0
241,Luxembourg,2016,Y15-24,-0.01,17,1.0294117647058825
242,Luxembourg,2017,Y15-24,0.03,18,0.911764705882353
243,Luxembourg,2018,Y15-24,0.0,20,1.0
244,Luxembourg,2019,Y15-24,0.05,20,0.8529411764705883
245,Luxembourg,2020,Y15-24,0.01,18,0.9705882352941176
246,Luxembourg,2021,Y15-24,0.01,21,0.9705882352941176
247,Latvia,2009,Y15-24,0.05,87,0.8529411764705883
248,Latvia,2010,Y15-24,0.02,75,0.9411764705882353
249,Latvia,2011,Y15-24,0.05,71,0.8529411764705883
250,Latvia,2012,Y15-24,0.07,72,0.7941176470588235
251,Latvia,2013,Y15-24,0.06,71,0.823529411764706
252,Latvia,2014,Y15-24,0.08,69,0.7647058823529411
253,Latvia,2015,Y15-24,0.05,69,0.8529411764705883
254,Latvia,2016,Y15-24,0.02,62,0.9411764705882353
255,Latvia,2017,Y15-24,0.04,59,0.8823529411764707
256,Latvia,2018,Y15-24,0.05,57,0.8529411764705883
257,Latvia,2019,Y15-24,0.04,54,0.8823529411764707
258,Latvia,2020,Y15-24,0.06,50,0.823529411764706
259,Latvia,2021,Y15-24,0.04,48,0.8823529411764707
260,Malta,2009,Y15-24,0.04,25,0.8823529411764707
261,Malta,2010,Y15-24,0.04,25,0.8823529411764707
262,Malta,2011,Y15-24,0.06,25,0.823529411764706
263,Malta,2012,Y15-24,0.05,24,0.8529411764705883
264,Malta,2013,Y15-24,0.03,26,0.911764705882353
265,Malta,2014,Y15-24,-0.01,26,1.0294117647058825
266,Malta,2015,Y15-24,0.02,25,0.9411764705882353
267,Malta,2016,Y15-24,0.06,25,0.823529411764706
268,Malta,2017,Y15-24,0.02,25,0.9411764705882353
269,Malta,2018,Y15-24,-0.02,27,1.0588235294117647
270,Malta,2019,Y15-24,0.0,27,1.0
271,Malta,2020,Y15-24,0.0,25,1.0
272,Malta,2021,Y15-24,-0.02,25,1.0588235294117647
273,Netherlands,2009,Y15-24,-0.05,1416,1.1470588235294117
274,Netherlands,2010,Y15-24,-0.06,1378,1.1764705882352942
275,Netherlands,2011,Y15-24,-0.07,1392,1.2058823529411764
276,Netherlands,2012,Y15-24,-0.06,1396,1.1764705882352942
277,Netherlands,2013,Y15-24,-0.06,1385,1.1764705882352942
278,Netherlands,2014,Y15-24,-0.04,1362,1.1176470588235294
279,Netherlands,2015,Y15-24,-0.06,1405,1.1764705882352942
280,Netherlands,2016,Y15-24,-0.07,1416,1.2058823529411764
281,Netherlands,2017,Y15-24,-0.06,1460,1.1764705882352942
282,Netherlands,2018,Y15-24,-0.07,1503,1.2058823529411764
283,Netherlands,2019,Y15-24,-0.06,1541,1.1764705882352942
284,Netherlands,2020,Y15-24,-0.06,1488,1.1764705882352942
285,Netherlands,2021,Y15-24,-0.05,1520,1.1470588235294117
286,Poland,2009,Y15-24,0.07,1368,0.7941176470588235
287,Poland,2010,Y15-24,0.08,1307,0.7647058823529411
288,Poland,2011,Y15-24,0.09,1186,0.7352941176470588
289,Poland,2012,Y15-24,0.08,1132,0.7647058823529411
290,Poland,2013,Y15-24,0.09,1069,0.7352941176470588
291,Poland,2014,Y15-24,0.08,1094,0.7647058823529411
292,Poland,2015,Y15-24,0.09,1077,0.7352941176470588
293,Poland,2016,Y15-24,0.08,1125,0.7647058823529411
294,Poland,2017,Y15-24,0.08,1124,0.7647058823529411
295,Poland,2018,Y15-24,0.07,1131,0.7941176470588235
296,Poland,2019,Y15-24,0.07,1120,0.7941176470588235
297,Poland,2020,Y15-24,0.08,973,0.7647058823529411
298,Poland,2021,Y15-24,0.09,929,0.7352941176470588
299,Portugal,2009,Y15-24,0.04,366,0.8823529411764707
300,Portugal,2010,Y15-24,0.04,327,0.8823529411764707
301,Portugal,2011,Y15-24,0.04,303,0.8823529411764707
302,Portugal,2012,Y15-24,0.03,257,0.911764705882353
303,Portugal,2013,Y15-24,0.03,238,0.911764705882353
304,Portugal,2014,Y15-24,0.01,246,0.9705882352941176
305,Portugal,2015,Y15-24,0.02,250,0.9411764705882353
306,Portugal,2016,Y15-24,0.03,261,0.911764705882353
307,Portugal,2017,Y15-24,0.04,282,0.8823529411764707
308,Portugal,2018,Y15-24,0.04,296,0.8823529411764707
309,Portugal,2019,Y15-24,0.05,304,0.8529411764705883
310,Portugal,2020,Y15-24,0.04,256,0.8823529411764707
311,Portugal,2021,Y15-24,0.05,250,0.8529411764705883
312,Romania,2009,Y15-24,0.08,557,0.7647058823529411
313,Romania,2010,Y15-24,0.07,483,0.7941176470588235
314,Romania,2011,Y15-24,0.06,467,0.823529411764706
315,Romania,2012,Y15-24,0.07,460,0.7941176470588235
316,Romania,2013,Y15-24,0.08,427,0.7647058823529411
317,Romania,2014,Y15-24,0.07,403,0.7941176470588235
318,Romania,2015,Y15-24,0.09,427,0.7352941176470588
319,Romania,2016,Y15-24,0.08,389,0.7647058823529411
320,Romania,2017,Y15-24,0.06,428,0.823529411764706
321,Romania,2018,Y15-24,0.08,430,0.7647058823529411
322,Romania,2019,Y15-24,0.09,423,0.7352941176470588
323,Romania,2020,Y15-24,0.09,418,0.7352941176470588
324,Romania,2021,Y15-24,0.1,427,0.7058823529411765
325,Sweden,2009,Y15-24,-0.01,474,1.0294117647058825
326,Sweden,2010,Y15-24,-0.01,487,1.0294117647058825
327,Sweden,2011,Y15-24,0.0,514,1.0
328,Sweden,2012,Y15-24,-0.02,501,1.0588235294117647
329,Sweden,2013,Y15-24,-0.03,513,1.088235294117647
330,Sweden,2014,Y15-24,-0.03,519,1.088235294117647
331,Sweden,2015,Y15-24,-0.03,524,1.088235294117647
332,Sweden,2016,Y15-24,-0.03,524,1.088235294117647
333,Sweden,2017,Y15-24,-0.02,525,1.0588235294117647
334,Sweden,2018,Y15-24,-0.03,519,1.088235294117647
335,Sweden,2019,Y15-24,-0.02,511,1.0588235294117647
336,Sweden,2020,Y15-24,0.0,460,1.0
337,Sweden,2021,Y15-24,-0.02,468,1.0588235294117647
338,Slovenia,2009,Y15-24,0.08,84,0.7647058823529411
339,Slovenia,2010,Y15-24,0.08,78,0.7647058823529411
340,Slovenia,2011,Y15-24,0.09,70,0.7352941176470588
341,Slovenia,2012,Y15-24,0.07,58,0.7941176470588235
342,Slovenia,2013,Y15-24,0.06,55,0.823529411764706
343,Slovenia,2014,Y15-24,0.05,53,0.8529411764705883
344,Slovenia,2015,Y15-24,0.05,58,0.8529411764705883
345,Slovenia,2016,Y15-24,0.05,55,0.8529411764705883
346,Slovenia,2017,Y15-24,0.08,65,0.7647058823529411
347,Slovenia,2018,Y15-24,0.08,65,0.7647058823529411
348,Slovenia,2019,Y15-24,0.07,62,0.7941176470588235
349,Slovenia,2020,Y15-24,0.05,51,0.8529411764705883
350,Slovenia,2021,Y15-24,0.05,60,0.8529411764705883
351,Slovakia,2009,Y15-24,0.08,187,0.7647058823529411
352,Slovakia,2010,Y15-24,0.06,165,0.823529411764706
353,Slovakia,2011,Y15-24,0.1,151,0.7058823529411765
354,Slovakia,2012,Y15-24,0.08,147,0.7647058823529411
355,Slovakia,2013,Y15-24,0.07,145,0.7941176470588235
356,Slovakia,2014,Y15-24,0.1,149,0.7058823529411765
357,Slovakia,2015,Y15-24,0.1,155,0.7058823529411765
358,Slovakia,2016,Y15-24,0.13,161,0.6176470588235294
359,Slovakia,2017,Y15-24,0.1,165,0.7058823529411765
360,Slovakia,2018,Y15-24,0.13,162,0.6176470588235294
361,Slovakia,2019,Y15-24,0.13,142,0.6176470588235294
362,Slovakia,2020,Y15-24,0.11,126,0.6764705882352942
363,Slovakia,2021,Y15-24,0.1,113,0.7058823529411765
364,Austria,2009,Y15-29,0.07,957,0.7941176470588235
365,Austria,2010,Y15-29,0.08,955,0.7647058823529411
366,Austria,2011,Y15-29,0.08,967,0.7647058823529411
367,Austria,2012,Y15-29,0.07,970,0.7941176470588235
368,Austria,2013,Y15-29,0.06,962,0.823529411764706
369,Austria,2014,Y15-29,0.04,949,0.8823529411764707
370,Austria,2015,Y15-29,0.04,954,0.8823529411764707
371,Austria,2016,Y15-29,0.04,974,0.8823529411764707
372,Austria,2017,Y15-29,0.03,958,0.911764705882353
373,Austria,2018,Y15-29,0.06,958,0.823529411764706
374,Austria,2019,Y15-29,0.07,955,0.7941176470588235
375,Austria,2020,Y15-29,0.06,912,0.823529411764706
376,Austria,2021,Y15-29,0.08,921,0.7647058823529411
377,Belgium,2009,Y15-29,0.05,877,0.8529411764705883
378,Belgium,2010,Y15-29,0.05,868,0.8529411764705883
379,Belgium,2011,Y15-29,0.05,876,0.8529411764705883
380,Belgium,2012,Y15-29,0.06,862,0.823529411764706
381,Belgium,2013,Y15-29,0.05,839,0.8529411764705883
382,Belgium,2014,Y15-29,0.03,841,0.911764705882353
383,Belgium,2015,Y15-29,0.03,841,0.911764705882353
384,Belgium,2016,Y15-29,0.03,843,0.911764705882353
385,Belgium,2017,Y15-29,0.04,843,0.8823529411764707
386,Belgium,2018,Y15-29,0.04,880,0.8823529411764707
387,Belgium,2019,Y15-29,0.03,916,0.911764705882353
388,Belgium,2020,Y15-29,0.03,863,0.911764705882353
389,Belgium,2021,Y15-29,0.01,883,0.9705882352941176
390,Bulgaria,2009,Y15-29,0.1,529,0.7058823529411765
391,Bulgaria,2010,Y15-29,0.08,541,0.7647058823529411
392,Bulgaria,2011,Y15-29,0.07,495,0.7941176470588235
393,Bulgaria,2012,Y15-29,0.08,482,0.7647058823529411
394,Bulgaria,2013,Y15-29,0.08,457,0.7647058823529411
395,Bulgaria,2014,Y15-29,0.09,459,0.7352941176470588
396,Bulgaria,2015,Y15-29,0.09,460,0.7352941176470588
397,Bulgaria,2016,Y15-29,0.1,435,0.7058823529411765
398,Bulgaria,2017,Y15-29,0.11,458,0.6764705882352942
399,Bulgaria,2018,Y15-29,0.1,428,0.7058823529411765
400,Bulgaria,2019,Y15-29,0.11,427,0.6764705882352942
401,Bulgaria,2020,Y15-29,0.1,376,0.7058823529411765
402,Bulgaria,2021,Y15-29,0.09,348,0.7352941176470588
403,Cyprus,2009,Y15-29,0.04,89,0.8823529411764707
404,Cyprus,2010,Y15-29,0.02,91,0.9411764705882353
405,Cyprus,2011,Y15-29,0.03,89,0.911764705882353
406,Cyprus,2012,Y15-29,0.05,85,0.8529411764705883
407,Cyprus,2013,Y15-29,0.02,77,0.9411764705882353
408,Cyprus,2014,Y15-29,0.0,80,1.0
409,Cyprus,2015,Y15-29,-0.01,75,1.0294117647058825
410,Cyprus,2016,Y15-29,0.01,75,0.9705882352941176
411,Cyprus,2017,Y15-29,-0.02,80,1.0588235294117647
412,Cyprus,2018,Y15-29,-0.01,85,1.0294117647058825
413,Cyprus,2019,Y15-29,0.03,89,0.911764705882353
414,Cyprus,2020,Y15-29,0.01,86,0.9705882352941176
415,Cyprus,2021,Y15-29,0.04,88,0.8823529411764707
416,Czech Republic,2009,Y15-29,0.15,921,0.5588235294117647
417,Czech Republic,2010,Y15-29,0.15,873,0.5588235294117647
418,Czech Republic,2011,Y15-29,0.15,836,0.5588235294117647
419,Czech Republic,2012,Y15-29,0.14,819,0.5882352941176471
420,Czech Republic,2013,Y15-29,0.14,822,0.5882352941176471
421,Czech Republic,2014,Y15-29,0.15,825,0.5588235294117647
422,Czech Republic,2015,Y15-29,0.15,825,0.5588235294117647
423,Czech Republic,2016,Y15-29,0.15,819,0.5588235294117647
424,Czech Republic,2017,Y15-29,0.14,823,0.5882352941176471
425,Czech Republic,2018,Y15-29,0.14,808,0.5882352941176471
426,Czech Republic,2019,Y15-29,0.13,791,0.6176470588235294
427,Czech Republic,2020,Y15-29,0.17,734,0.5
428,Czech Republic,2021,Y15-29,0.17,708,0.5
429,Germany,2009,Y15-29,0.04,7850,0.8823529411764707
430,Germany,2010,Y15-29,0.04,7558,0.8823529411764707
431,Germany,2011,Y15-29,0.04,7746,0.8823529411764707
432,Germany,2012,Y15-29,0.04,7645,0.8823529411764707
433,Germany,2013,Y15-29,0.04,7645,0.8823529411764707
434,Germany,2014,Y15-29,0.04,7666,0.8823529411764707
435,Germany,2015,Y15-29,0.03,7677,0.911764705882353
436,Germany,2016,Y15-29,0.03,7958,0.911764705882353
437,Germany,2017,Y15-29,0.03,7983,0.911764705882353
438,Germany,2018,Y15-29,0.05,7942,0.8529411764705883
439,Germany,2019,Y15-29,0.05,7957,0.8529411764705883
440,Germany,2020,Y15-29,0.04,7735,0.8823529411764707
441,Germany,2021,Y15-29,0.05,7794,0.8529411764705883
442,Denmark,2009,Y15-29,-0.01,623,1.0294117647058825
443,Denmark,2010,Y15-29,-0.01,589,1.0294117647058825
444,Denmark,2011,Y15-29,0.02,591,0.9411764705882353
445,Denmark,2012,Y15-29,0.01,583,0.9705882352941176
446,Denmark,2013,Y15-29,0.01,585,0.9705882352941176
447,Denmark,2014,Y15-29,0.01,601,0.9705882352941176
448,Denmark,2015,Y15-29,0.01,627,0.9705882352941176
449,Denmark,2016,Y15-29,0.0,643,1.0
450,Denmark,2017,Y15-29,0.02,654,0.9411764705882353
