,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
2006,Hungary,2013,Y55-64,0.13,536,0.6176470588235294
2007,Hungary,2014,Y55-64,0.15,583,0.5588235294117647
2008,Hungary,2015,Y55-64,0.16,624,0.5294117647058824
2009,Hungary,2016,Y55-64,0.18,673,0.4705882352941177
2010,Hungary,2017,Y55-64,0.21,681,0.3823529411764707
2011,Hungary,2018,Y55-64,0.21,696,0.3823529411764707
2012,Hungary,2019,Y55-64,0.23,699,0.3235294117647059
2013,Hungary,2020,Y55-64,0.23,707,0.3235294117647059
2014,Hungary,2021,Y55-64,0.21,721,0.3823529411764707
2015,Ireland,2009,Y55-64,0.19,228,0.44117647058823534
2016,Ireland,2010,Y55-64,0.16,228,0.5294117647058824
2017,Ireland,2011,Y55-64,0.14,231,0.5882352941176471
2018,Ireland,2012,Y55-64,0.12,231,0.6470588235294118
2019,Ireland,2013,Y55-64,0.15,243,0.5588235294117647
2020,Ireland,2014,Y55-64,0.17,254,0.5
2021,Ireland,2015,Y55-64,0.19,273,0.44117647058823534
2022,Ireland,2016,Y55-64,0.17,287,0.5
2023,Ireland,2017,Y55-64,0.16,302,0.5294117647058824
2024,Ireland,2018,Y55-64,0.16,318,0.5294117647058824
2025,Ireland,2019,Y55-64,0.16,334,0.5294117647058824
2026,Ireland,2020,Y55-64,0.16,336,0.5294117647058824
2027,Ireland,2021,Y55-64,0.13,354,0.6176470588235294
2028,Italy,2009,Y55-64,0.21,2561,0.3823529411764707
2029,Italy,2010,Y55-64,0.21,2669,0.3823529411764707
2030,Italy,2011,Y55-64,0.2,2813,0.411764705882353
2031,Italy,2012,Y55-64,0.19,2992,0.44117647058823534
2032,Italy,2013,Y55-64,0.19,3172,0.44117647058823534
2033,Italy,2014,Y55-64,0.2,3451,0.411764705882353
2034,Italy,2015,Y55-64,0.21,3632,0.3823529411764707
2035,Italy,2016,Y55-64,0.21,3842,0.3823529411764707
2036,Italy,2017,Y55-64,0.2,4070,0.411764705882353
2037,Italy,2018,Y55-64,0.2,4282,0.411764705882353
2038,Italy,2019,Y55-64,0.2,4433,0.411764705882353
2039,Italy,2020,Y55-64,0.19,4492,0.44117647058823534
2040,Italy,2021,Y55-64,0.19,4588,0.44117647058823534
2041,Lithuania,2009,Y55-64,0.08,174,0.7647058823529411
2042,Lithuania,2010,Y55-64,0.06,167,0.823529411764706
2043,Lithuania,2011,Y55-64,0.07,176,0.7941176470588235
2044,Lithuania,2012,Y55-64,0.08,184,0.7647058823529411
2045,Lithuania,2013,Y55-64,0.05,196,0.8529411764705883
2046,Lithuania,2014,Y55-64,0.05,211,0.8529411764705883
2047,Lithuania,2015,Y55-64,0.03,231,0.911764705882353
2048,Lithuania,2016,Y55-64,0.04,253,0.8823529411764707
2049,Lithuania,2017,Y55-64,0.02,264,0.9411764705882353
2050,Lithuania,2018,Y55-64,0.03,278,0.911764705882353
2051,Lithuania,2019,Y55-64,0.01,282,0.9705882352941176
2052,Lithuania,2020,Y55-64,0.01,280,0.9705882352941176
2053,Lithuania,2021,Y55-64,0.0,283,1.0
2054,Luxembourg,2009,Y55-64,0.17,19,0.5
2055,Luxembourg,2010,Y55-64,0.17,21,0.5
2056,Luxembourg,2011,Y55-64,0.16,22,0.5294117647058824
2057,Luxembourg,2012,Y55-64,0.13,23,0.6176470588235294
2058,Luxembourg,2013,Y55-64,0.16,23,0.5294117647058824
2059,Luxembourg,2014,Y55-64,0.15,25,0.5588235294117647
2060,Luxembourg,2015,Y55-64,0.09,25,0.7352941176470588
2061,Luxembourg,2016,Y55-64,0.14,26,0.5882352941176471
2062,Luxembourg,2017,Y55-64,0.11,27,0.6764705882352942
2063,Luxembourg,2018,Y55-64,0.11,29,0.6764705882352942
2064,Luxembourg,2019,Y55-64,0.12,32,0.6470588235294118
2065,Luxembourg,2020,Y55-64,0.06,34,0.823529411764706
2066,Luxembourg,2021,Y55-64,0.1,37,0.7058823529411765
2067,Latvia,2009,Y55-64,-0.02,126,1.0588235294117647
2068,Latvia,2010,Y55-64,-0.01,116,1.0294117647058825
2069,Latvia,2011,Y55-64,0.01,125,0.9705882352941176
2070,Latvia,2012,Y55-64,0.01,133,0.9705882352941176
2071,Latvia,2013,Y55-64,0.01,141,0.9705882352941176
2072,Latvia,2014,Y55-64,0.0,146,1.0
2073,Latvia,2015,Y55-64,0.01,156,0.9705882352941176
2074,Latvia,2016,Y55-64,0.0,162,1.0
2075,Latvia,2017,Y55-64,0.0,165,1.0
2076,Latvia,2018,Y55-64,0.01,175,0.9705882352941176
2077,Latvia,2019,Y55-64,0.01,180,0.9705882352941176
2078,Latvia,2020,Y55-64,0.01,182,0.9705882352941176
2079,Latvia,2021,Y55-64,0.01,178,0.9705882352941176
2080,Malta,2009,Y55-64,0.34,17,-0.0
2081,Malta,2010,Y55-64,0.36,19,-0.058823529411764594
2082,Malta,2011,Y55-64,0.37,20,-0.08823529411764697
2083,Malta,2012,Y55-64,0.35,21,-0.029411764705882214
2084,Malta,2013,Y55-64,0.36,22,-0.058823529411764594
2085,Malta,2014,Y55-64,0.35,23,-0.029411764705882214
2086,Malta,2015,Y55-64,0.35,25,-0.029411764705882214
2087,Malta,2016,Y55-64,0.34,28,-0.0
2088,Malta,2017,Y55-64,0.34,29,-0.0
2089,Malta,2018,Y55-64,0.34,31,-0.0
2090,Malta,2019,Y55-64,0.31,31,0.08823529411764713
2091,Malta,2020,Y55-64,0.29,32,0.14705882352941188
2092,Malta,2021,Y55-64,0.28,31,0.1764705882352941
2093,Netherlands,2009,Y55-64,0.23,1094,0.3235294117647059
2094,Netherlands,2010,Y55-64,0.22,1134,0.35294117647058826
2095,Netherlands,2011,Y55-64,0.2,1189,0.411764705882353
2096,Netherlands,2012,Y55-64,0.19,1235,0.44117647058823534
2097,Netherlands,2013,Y55-64,0.2,1270,0.411764705882353
2098,Netherlands,2014,Y55-64,0.2,1292,0.411764705882353
2099,Netherlands,2015,Y55-64,0.2,1346,0.411764705882353
2100,Netherlands,2016,Y55-64,0.2,1404,0.411764705882353
2101,Netherlands,2017,Y55-64,0.19,1473,0.44117647058823534
2102,Netherlands,2018,Y55-64,0.19,1540,0.44117647058823534
2103,Netherlands,2019,Y55-64,0.19,1614,0.44117647058823534
2104,Netherlands,2020,Y55-64,0.18,1670,0.4705882352941177
2105,Netherlands,2021,Y55-64,0.15,1707,0.5588235294117647
2106,Poland,2009,Y55-64,0.21,1409,0.3823529411764707
2107,Poland,2010,Y55-64,0.2,1574,0.411764705882353
2108,Poland,2011,Y55-64,0.2,1783,0.411764705882353
2109,Poland,2012,Y55-64,0.19,1924,0.44117647058823534
2110,Poland,2013,Y55-64,0.2,2072,0.411764705882353
2111,Poland,2014,Y55-64,0.2,2208,0.411764705882353
2112,Poland,2015,Y55-64,0.18,2324,0.4705882352941177
2113,Poland,2016,Y55-64,0.18,2375,0.4705882352941177
2114,Poland,2017,Y55-64,0.19,2450,0.44117647058823534
2115,Poland,2018,Y55-64,0.2,2428,0.411764705882353
2116,Poland,2019,Y55-64,0.21,2395,0.3823529411764707
2117,Poland,2020,Y55-64,0.22,2428,0.35294117647058826
2118,Poland,2021,Y55-64,0.24,2541,0.2941176470588236
2119,Portugal,2009,Y55-64,0.17,546,0.5
2120,Portugal,2010,Y55-64,0.13,551,0.6176470588235294
2121,Portugal,2011,Y55-64,0.11,541,0.6764705882352942
2122,Portugal,2012,Y55-64,0.08,528,0.7647058823529411
2123,Portugal,2013,Y55-64,0.11,550,0.6764705882352942
2124,Portugal,2014,Y55-64,0.11,580,0.6764705882352942
2125,Portugal,2015,Y55-64,0.1,623,0.7058823529411765
2126,Portugal,2016,Y55-64,0.1,664,0.7058823529411765
2127,Portugal,2017,Y55-64,0.12,736,0.6470588235294118
2128,Portugal,2018,Y55-64,0.09,796,0.7352941176470588
2129,Portugal,2019,Y55-64,0.1,823,0.7058823529411765
2130,Portugal,2020,Y55-64,0.08,840,0.7647058823529411
2131,Portugal,2021,Y55-64,0.1,910,0.7058823529411765
2132,Romania,2009,Y55-64,0.22,805,0.35294117647058826
2133,Romania,2010,Y55-64,0.19,789,0.44117647058823534
2134,Romania,2011,Y55-64,0.18,792,0.4705882352941177
2135,Romania,2012,Y55-64,0.2,839,0.411764705882353
2136,Romania,2013,Y55-64,0.2,869,0.411764705882353
2137,Romania,2014,Y55-64,0.21,911,0.3823529411764707
2138,Romania,2015,Y55-64,0.2,886,0.411764705882353
2139,Romania,2016,Y55-64,0.2,937,0.411764705882353
2140,Romania,2017,Y55-64,0.21,957,0.3823529411764707
2141,Romania,2018,Y55-64,0.22,969,0.35294117647058826
2142,Romania,2019,Y55-64,0.24,985,0.2941176470588236
2143,Romania,2020,Y55-64,0.22,970,0.35294117647058826
2144,Romania,2021,Y55-64,0.22,968,0.35294117647058826
2145,Sweden,2009,Y55-64,0.06,827,0.823529411764706
2146,Sweden,2010,Y55-64,0.06,823,0.823529411764706
2147,Sweden,2011,Y55-64,0.06,831,0.823529411764706
2148,Sweden,2012,Y55-64,0.07,832,0.7941176470588235
2149,Sweden,2013,Y55-64,0.06,831,0.823529411764706
2150,Sweden,2014,Y55-64,0.05,830,0.8529411764705883
2151,Sweden,2015,Y55-64,0.04,832,0.8823529411764707
2152,Sweden,2016,Y55-64,0.04,844,0.8823529411764707
2153,Sweden,2017,Y55-64,0.04,861,0.8823529411764707
2154,Sweden,2018,Y55-64,0.05,887,0.8529411764705883
2155,Sweden,2019,Y55-64,0.04,898,0.8823529411764707
2156,Sweden,2020,Y55-64,0.04,915,0.8823529411764707
2157,Sweden,2021,Y55-64,0.03,935,0.911764705882353
2158,Slovenia,2009,Y55-64,0.21,88,0.3823529411764707
2159,Slovenia,2010,Y55-64,0.21,92,0.3823529411764707
2160,Slovenia,2011,Y55-64,0.16,87,0.5294117647058824
2161,Slovenia,2012,Y55-64,0.15,95,0.5588235294117647
2162,Slovenia,2013,Y55-64,0.16,97,0.5294117647058824
2163,Slovenia,2014,Y55-64,0.12,104,0.6470588235294118
2164,Slovenia,2015,Y55-64,0.12,107,0.6470588235294118
2165,Slovenia,2016,Y55-64,0.1,112,0.7058823529411765
2166,Slovenia,2017,Y55-64,0.11,125,0.6764705882352942
2167,Slovenia,2018,Y55-64,0.1,138,0.7058823529411765
2168,Slovenia,2019,Y55-64,0.09,142,0.7352941176470588
2169,Slovenia,2020,Y55-64,0.08,152,0.7647058823529411
2170,Slovenia,2021,Y55-64,0.09,156,0.7352941176470588
2171,Slovakia,2009,Y55-64,0.27,255,0.2058823529411765
2172,Slovakia,2010,Y55-64,0.23,272,0.3235294117647059
2173,Slovakia,2011,Y55-64,0.18,291,0.4705882352941177
2174,Slovakia,2012,Y55-64,0.17,314,0.5
2175,Slovakia,2013,Y55-64,0.15,328,0.5588235294117647
2176,Slovakia,2014,Y55-64,0.13,337,0.6176470588235294
2177,Slovakia,2015,Y55-64,0.09,356,0.7352941176470588
2178,Slovakia,2016,Y55-64,0.08,372,0.7647058823529411
2179,Slovakia,2017,Y55-64,0.03,401,0.911764705882353
2180,Slovakia,2018,Y55-64,0.04,406,0.8823529411764707
2181,Slovakia,2019,Y55-64,0.02,425,0.9411764705882353
2182,Slovakia,2020,Y55-64,0.02,432,0.9411764705882353
2183,Slovakia,2021,Y55-64,0.07,427,0.7941176470588235
